Problem,Specialist
আমার মুখে ছোট ছোট মাংসপিণ্ডের মতো আঁচিল হয়েছে।,Skin
আমার শরীরে রক্ত ​​খুব কম।,Cardiologist
প্রেগন্যান্সিতে শরীরে পানি ধরে যাচ্ছে।,Gynecologist
আমার মাসলগুলো প্রায়ই শক্ত হয়ে থাকে।,Orthopedic
"দিন-কাল অনেক কষ্টে অতিবাহিত হচ্ছে 
রাত-দিন এক সমান যাচ্ছে 😓
দুনিয়া'তে বেচেঁ থেকেও না থাকার মতো😢
আর সহ‍্য হচ্ছে না😟
অনেক আগে আত্মহত্যা করতাম একমাত্র আল্লাহ ভয়ে বেচেঁ আছি😢",Psychiatrist
"আমার প্রায় মাসখানেক ধরে গরম চা/কফি খেলে তীব্র শিরশির অনুভূতি, যখন গরম ভাপ মুখে লাগে। যা দৈনন্দিন কাজে ব্যাঘাত ঘটাচ্ছে।",Dentist
আমার কানের পেছনে একটি সিস্ট শক্ত হয়ে গেছে।,Surgery
আমার পায়ের শিরা ফুলে গেছে।,Cardiologist
আমি সন্তান নেওয়ার পর থেকে ত্বকে দাগ পড়ে গেছে।,Gynecologist
আমার মুখ শুকিয়ে আসে আর পানির পিপাসা লাগে অনেক বেশি।,Medicine
আমার পিঠে ছোট ছোট কালো দাগে ভরে গেছে।,Skin
সন্তান হওয়ার পরে স্তন দুধ আসছে না।,Gynecologist
আমার চোখে দেখতে পাই না।,Ophthalmologist
আমার পিঠের মাঝখানে শক্ত হয়ে থাকে।,Orthopedic
আমার চোখ জ্বালা-পোড়া করে।,Ophthalmologist
আমার চোখে আলোর দিকে তাকাতে পারি না।,Ophthalmologist
আমার আগের অপারেশনের জায়গায় আবার ফোলাভাব হয়েছে।,Surgery
আমি ভারী কিছু টানতে গেলে কাঁধে ব্যথা হয়।,Orthopedic
আমার কয়েক মাস সময় ধরে জোরে কথা বলতে কষ্ট হয় সাথে সাথে গলায় চিনচিন ব্যথা করছে।,ENT
আমার মাথার ত্বকে খুশকির সাথে সাথে চুলকানিও অনেক।,Skin
প্রেগন্যান্সির সময় প্রস্রাবে জ্বালা হয়।,Gynecologist
 আমি আপনার থেকে আরো বেশিদিন এই নরক যন্তনা ভোগ করছি।সারাক্ষন ভয়ে ভয়ে থাকি কখন সমস্যাটি তীব্র হয়।যাক ভাই ভয় পাবেন না।মহান রাব্বুল আলামিন আমাদের হয়তো পরীক্ষা নিচ্ছেন।,Psychiatrist
সন্তান নেবার পর থেকে মাসিক অনিয়মিত হয়ে গেছে।,Gynecologist
আমার ঘাড়ের ত্বকে ভাঁজ পড়েছে।,Skin
"আমার কিছুদিন সময় ধরে চোয়ালে ব্যথা, কারণ সকালে ঘুম থেকে উঠলে বেশি ডায়াবেটিসের সমস্যা আছে। এমনকি নরম খাবার খেতেও কষ্ট হচ্ছে এবং এর সাথে গর্ত দেখা যাচ্ছে।",Dentist
আমার হাতের চামড়া কুঁচকে বয়স্কদের মতো লাগে।,Skin
আমার পেটের ডান পাশে ব্যথা হচ্ছে কয়েকদিন ধরে।,Medicine
সিজোফ্রেনিয়া তো আমাকে ছাড়ে না। ভার্সিটির ১ম বর্ষে এবং চতুর্থ বর্ষে আবার অসুস্থ হয়ে পড়ি। আমার রোগ টা গুনে গুনে ৩-৪ বছর পর পর এটাক করতেছিল। আবার মেডিসিন নেওয়া শুরু করি এবং কোন মতে অনার্স শেষ করি,Psychiatrist
রোদে যাওয়ার সাথে সাথে আমার মাথা ধরে যায়,Medicine
